vin_#,brand,model,model_year,series,segment,bodystyle,month_sold,day_sold,year_sold,sold_date,quarter,sales_volume,drive_configuration,engine,transmission,trim,color,seats,package,moonroof,parking_assist,remote_start,keyless_entry_keypad,premium_radio,power_mirror,moonroof_cost,parking_assist_cost,remote_start_cost,keyless_entry_keypad_cost,premium_radio_cost,power_mirror_cost,region,country_of_sale,days_on_lot,sales_channel_l1,sales_channel_l2,sales_channel_l3,marketing_campaign,gross_sales,variable_marketing,net_sales,labor,tooling,materials,option_costs,package_costs,freight,overhead,warranty,engineering,depreciation,total_variable_cost,contribution_margin,total_fixed_cost,tariffs,net_revenue,after_tax,sales_date
1ABCD6E34FG463471,Apechete,Chare,2016.0,S1,Sports Coupe,Coupe,11.0,9.0,2016.0,11/9/16,Q4,1.0,RWD,v9 Turbo,5 Speed Auto,Special Edition,Blue,Vinyl,Appearance Package,0,1.0,1,1.0,1.0,0.0,0.0,870.0,425.0,640.0,710.0,0.0,Europe,Poland,269,Fleet,Commercial Accounts,Leasing,Segment and Misc Incentives,41693.0,2504.0,39189.0,2913.0,3177.0,9267.0,2645.0,1490.0,1853.0,2383.0,2648.0,3177.0,1059.0,23199.0,15990.0,10861.0,876.0,5129.0,4253.0,2016-11-09
1ABCD6E34FG463601,Apechete,Chare,2016.0,S1,Sports Coupe,Coupe,4.0,22.0,2016.0,4/22/16,Q2,1.0,RWD,v7 Supercharged,5 Speed Auto,Special Edition,Gray,Cloth,Appearance Package,0,1.0,0,0.0,1.0,1.0,0.0,870.0,0.0,0.0,710.0,370.0,South America,Columbia,284,Fleet,Commercial Accounts,Cash,Special Leases,39951.0,3033.0,36917.0,2709.0,2955.0,8620.0,2500.0,1490.0,1724.0,2217.0,2463.0,2955.0,985.0,21722.0,15195.0,7163.0,1782.0,8032.0,6250.0,2016-04-22
1ABCD6E34FG463501,Apechete,Chare,2016.0,S1,Sports Coupe,Coupe,3.0,10.0,2016.0,3/10/16,Q1,1.0,FWD,v7 Supercharged,6 Speed Manual,Special Edition,Champagne,Leather,Interior Package,0,1.0,1,1.0,0.0,0.0,0.0,870.0,425.0,640.0,0.0,0.0,North America,USA,287,Fleet,Commercial Accounts,Financing,Segment and Misc Incentives,37822.0,2556.0,35266.0,2780.0,3032.0,8844.0,2485.0,1649.0,1769.0,2274.0,2527.0,3032.0,1011.0,22328.0,12938.0,10018.0,1517.0,2920.0,1403.0,2016-03-10
1ABCD2E34FG463561,Apechete,Chare,2015.0,S2,Sports Coupe,Coupe,3.0,29.0,2015.0,3/29/15,Q1,1.0,AWD,v9 Gas,6 Speed Auto,Special Edition,Gray,Cloth,Interior Package,1,1.0,0,0.0,0.0,1.0,825.0,870.0,0.0,0.0,0.0,370.0,North America,USA,7,Fleet,Commercial Accounts,Leasing,Special Leases,36845.0,3348.0,33497.0,2546.0,2777.0,8101.0,2615.0,1270.0,1620.0,2083.0,2315.0,2777.0,926.0,20550.0,12947.0,3854.0,1477.0,9093.0,7616.0,2015-03-29
2ABCD2E34FG469799,Apechete,Chare,2016.0,S2,Full-Size Luxury,SUV,1.0,25.0,2016.0,1/25/16,Q1,1.0,FWD,v7 Diesel,6 Speed Auto,Special Edition,Gray,Cloth,Technology Package,1,0.0,0,1.0,1.0,1.0,825.0,0.0,0.0,640.0,710.0,370.0,South America,Brazil,20,Fleet,Commercial Accounts,Financing,Low-Interest Financing,37647.0,2087.0,35560.0,2623.0,2862.0,8346.0,2965.0,1567.0,1669.0,2146.0,2385.0,2862.0,954.0,21701.0,13859.0,6677.0,5173.0,7182.0,2010.0,2016-01-25
1ABCD6E34FG463591,Apechete,Chare,2016.0,S2,Sports Coupe,Coupe,12.0,2.0,2016.0,12/2/16,Q4,1.0,AWD,v9 Supercharged,6 Speed Manual,Luxury,Black,Vinyl,Technology Package,1,0.0,0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,South America,Argentina,23,Fleet,Commercial Accounts,Leasing,Special Leases,38130.0,3013.0,35116.0,2756.0,3006.0,8768.0,2115.0,1567.0,1754.0,2255.0,2505.0,3006.0,1002.0,21720.0,13397.0,10229.0,3066.0,3168.0,102.0,2016-12-02
1ABCD2E34FG468882,Apechete,Chare,2015.0,S2,Full-Size Luxury,SUV,6.0,27.0,2015.0,6/27/15,Q2,1.0,FWD,v9 Diesel,6 Speed Auto,Special Edition,White,Cloth,Appearance Package,0,0.0,1,0.0,1.0,1.0,0.0,0.0,425.0,0.0,710.0,370.0,North America,Canada,26,Fleet,Commercial Accounts,Financing,Special Leases,38335.0,2358.0,35977.0,2798.0,3052.0,8903.0,1925.0,1110.0,1781.0,2289.0,2544.0,3052.0,1017.0,21350.0,14627.0,7122.0,974.0,7505.0,6531.0,2015-06-27
1ABCD6E34FG463555,Apechete,Chare,2016.0,S2,Sports Coupe,Coupe,6.0,20.0,2016.0,6/20/16,Q2,1.0,FWD,v7 Gas,6 Speed Manual,Special Edition,White,Vinyl,Technology Package,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,710.0,370.0,Europe,Sweden,28,Fleet,Commercial Accounts,Leasing,Segment and Misc Incentives,38544.0,5287.0,33257.0,2767.0,3018.0,8803.0,2500.0,1567.0,1761.0,2264.0,2515.0,3018.0,1006.0,22177.0,11081.0,7050.0,809.0,4031.0,3221.0,2016-06-20
1ABCD2E34FG463600,Apechete,Chare,2015.0,S2,Sports Coupe,Coupe,1.0,17.0,2015.0,1/17/15,Q1,1.0,RWD,v7 Diesel,6 Speed Auto,Special Edition,White,Cloth,Parking Technology Package,0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,640.0,710.0,0.0,South America,Venezuela,36,Fleet,Commercial Accounts,Financing,Low-Interest Financing,37643.0,2100.0,35543.0,2580.0,2815.0,8209.0,1720.0,1490.0,1642.0,2111.0,2346.0,2815.0,938.0,20098.0,15445.0,3726.0,903.0,11719.0,10815.0,2015-01-17
1ABCD2E34FG468771,Apechete,Crux,2015.0,S2,Full-Size Luxury,SUV,6.0,3.0,2015.0,6/3/15,Q2,1.0,AWD,v9 Diesel,5 Speed Manual,Special Edition,Gray,Leather,Appearance Package,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,710.0,370.0,South America,Columbia,40,Fleet,Commercial Accounts,Cash,Cash Rebates,38254.0,7253.0,31001.0,2579.0,2813.0,8205.0,1500.0,1020.0,1641.0,2110.0,2344.0,2813.0,938.0,19398.0,11603.0,6564.0,1706.0,5039.0,3333.0,2015-06-03
1ABCD2E34FG463564,Apechete,Chare,2015.0,S2,Sports Coupe,Coupe,8.0,20.0,2015.0,8/20/15,Q3,1.0,FWD,v9 Diesel,6 Speed Auto,Special Edition,Blue,Vinyl,Technology Package,1,0.0,1,0.0,1.0,0.0,825.0,0.0,425.0,0.0,710.0,0.0,North America,Mexico,41,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,38872.0,2368.0,36504.0,2597.0,2833.0,8262.0,1960.0,1649.0,1652.0,2124.0,2360.0,2833.0,944.0,20604.0,15900.0,3786.0,1555.0,12114.0,10559.0,2015-08-20
1ABCD2E34FG463413,Apechete,Chare,2015.0,S2,Sports Coupe,Coupe,2.0,13.0,2015.0,2/13/15,Q1,1.0,RWD,v9 Turbo,5 Speed Manual,Special Edition,Blue,Cloth,Exterior Protection Package,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South America,Columbia,42,Fleet,Commercial Accounts,Financing,Special Leases,36949.0,2471.0,34478.0,2794.0,3048.0,8891.0,420.0,1649.0,1778.0,2286.0,2540.0,3048.0,1016.0,20360.0,14118.0,3828.0,1648.0,10290.0,8642.0,2015-02-13
1ABCD6E34FG463567,Apechete,Chare,2016.0,S2,Sports Coupe,Coupe,7.0,27.0,2016.0,7/27/16,Q3,1.0,AWD,v7 Supercharged,5 Speed Auto,Special Edition,Blue,Cloth,Interior Package,0,1.0,0,0.0,0.0,0.0,0.0,870.0,0.0,0.0,0.0,0.0,North America,Mexico,57,Fleet,Commercial Accounts,Leasing,Cash Rebates,39099.0,7425.0,31674.0,2882.0,3144.0,9170.0,1420.0,1649.0,1834.0,2358.0,2620.0,3144.0,1048.0,21932.0,9742.0,7042.0,3022.0,2700.0,-323.0,2016-07-27
1ABCD2E34FG463567,Apechete,Chare,2015.0,S2,Sports Coupe,Coupe,7.0,27.0,2015.0,7/27/15,Q3,1.0,AWD,v7 Supercharged,5 Speed Auto,Special Edition,Champagne,Cloth,Interior Package,0,1.0,0,0.0,0.0,0.0,0.0,870.0,0.0,0.0,0.0,0.0,South America,Venezuela,59,Fleet,Commercial Accounts,Leasing,Cash Rebates,37997.0,7216.0,30781.0,2801.0,3055.0,8911.0,1420.0,1490.0,1782.0,2291.0,2546.0,3055.0,1018.0,21241.0,9540.0,3719.0,912.0,5821.0,4909.0,2015-07-27
1ABCD6E34FG463442,Apechete,Chare,2016.0,S2,Sports Coupe,Coupe,5.0,3.0,2016.0,5/3/16,Q2,1.0,RWD,v7 Diesel,6 Speed Auto,Special Edition,Gray,Cloth,Parking Technology Package,0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,640.0,710.0,0.0,Europe,United Kingdom,67,Fleet,Commercial Accounts,Cash,Low-Interest Financing,38735.0,2161.0,36574.0,2655.0,2896.0,8447.0,1720.0,1020.0,1689.0,2172.0,2414.0,2896.0,965.0,20118.0,16456.0,7138.0,5841.0,9318.0,3477.0,2016-05-03
1ABCD6E34FG463590,Apechete,Chare,2016.0,S2,Sports Coupe,Coupe,3.0,29.0,2016.0,3/29/16,Q1,1.0,FWD,v7 Gas,6 Speed Manual,Special Edition,Silver,Vinyl,Technology Package,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,710.0,370.0,Europe,United Kingdom,73,Fleet,Commercial Accounts,Cash,Segment and Misc Incentives,38544.0,5287.0,33257.0,2767.0,3018.0,8803.0,2500.0,1567.0,1761.0,2264.0,2515.0,3018.0,1006.0,22177.0,11081.0,10439.0,809.0,641.0,-168.0,2016-03-29
1ABCD2E34FG468881,Apechete,Chare,2015.0,S2,Full-Size Luxury,SUV,6.0,27.0,2016.0,6/27/16,Q2,1.0,FWD,v9 Diesel,6 Speed Auto,Special Edition,White,Cloth,Appearance Package,0,0.0,1,0.0,1.0,1.0,0.0,0.0,425.0,0.0,710.0,370.0,South America,Brazil,78,Dealer/Self Registration,Rental,Leasing,Special Leases,39293.0,2417.0,36876.0,2868.0,3129.0,9126.0,1925.0,1490.0,1825.0,2347.0,2607.0,3129.0,1043.0,22188.0,14689.0,7300.0,3827.0,7389.0,3561.0,2016-06-27
1ABCD6E34FG463413,Apechete,Chare,2016.0,S2,Sports Coupe,Coupe,2.0,13.0,2016.0,2/13/16,Q1,1.0,RWD,v9 Turbo,5 Speed Manual,Special Edition,White,Cloth,Exterior Protection Package,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Spain,82,Fleet,Commercial Accounts,Cash,Special Leases,38021.0,2543.0,35478.0,2875.0,3137.0,9149.0,420.0,1110.0,1830.0,2353.0,2614.0,3137.0,1046.0,20351.0,15127.0,10717.0,4471.0,4409.0,-62.0,2016-02-13
1ABCD2E34FG463528,Apechete,Chare,2015.0,S2,Sports Coupe,Coupe,12.0,2.0,2015.0,12/2/15,Q4,1.0,AWD,v9 Supercharged,6 Speed Manual,Luxury,Silver,Vinyl,Technology Package,1,0.0,0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,South America,Columbia,95,Fleet,Commercial Accounts,Leasing,Special Leases,37055.0,2929.0,34127.0,2678.0,2922.0,8521.0,2115.0,1490.0,1704.0,2191.0,2435.0,2922.0,974.0,21134.0,12992.0,9940.0,1653.0,3052.0,1399.0,2015-12-02
1ABCD2E34FG463505,Apechete,Chare,2015.0,S2,Sports Coupe,Coupe,9.0,12.0,2015.0,9/12/15,Q3,1.0,AWD,v9 Supercharged,6 Speed Manual,Luxury,White,Vinyl,Technology Package,1,0.0,0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,South America,Columbia,95,Fleet,Commercial Accounts,Leasing,Special Leases,36011.0,2846.0,33165.0,2603.0,2839.0,8281.0,2115.0,1490.0,1656.0,2129.0,2366.0,2839.0,946.0,20640.0,12525.0,3655.0,1606.0,8870.0,7263.0,2015-09-12
1ABCD2E34FG468690,Apechete,Chare,2015.0,S2,Full-Size Luxury,SUV,12.0,6.0,2015.0,12/6/15,Q4,1.0,FWD,v7 Diesel,6 Speed Auto,Special Edition,Blue,Cloth,Technology Package,1,0.0,0,1.0,1.0,1.0,825.0,0.0,0.0,640.0,710.0,370.0,North America,Canada,110,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,36729.0,2036.0,34693.0,2559.0,2792.0,8142.0,2965.0,1649.0,1628.0,2094.0,2326.0,2792.0,931.0,21364.0,13329.0,6514.0,2185.0,6815.0,4629.0,2015-12-06
1ABCD2E34FG468767,Apechete,Chare,2015.0,S2,Full-Size Luxury,SUV,5.0,3.0,2015.0,5/3/15,Q2,1.0,FWD,v7 Diesel,6 Speed Auto,Special Edition,White,Cloth,Technology Package,1,0.0,0,1.0,1.0,1.0,825.0,0.0,0.0,640.0,710.0,370.0,North America,Canada,110,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,36729.0,2036.0,34693.0,2559.0,2792.0,8142.0,2965.0,1649.0,1628.0,2094.0,2326.0,2792.0,931.0,21364.0,13329.0,6514.0,2185.0,6815.0,4629.0,2015-05-03
1ABCD2E34FG463590,Apechete,Chare,2015.0,S2,Sports Coupe,Coupe,3.0,29.0,2015.0,3/29/15,Q1,1.0,FWD,v7 Gas,6 Speed Manual,Special Edition,Gray,Vinyl,Technology Package,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,710.0,370.0,North America,Canada,112,Fleet,Commercial Accounts,Leasing,Segment and Misc Incentives,37458.0,5138.0,32320.0,2689.0,2933.0,8555.0,2500.0,1110.0,1711.0,2200.0,2444.0,2933.0,978.0,21209.0,11111.0,3664.0,951.0,7447.0,6496.0,2015-03-29
1ABCD2E34FG468689,Apechete,Chare,2016.0,S2,Full-Size Luxury,SUV,12.0,6.0,2016.0,12/6/16,Q4,1.0,FWD,v7 Diesel,6 Speed Auto,Special Edition,Gray,Cloth,Technology Package,1,0.0,0,1.0,1.0,1.0,825.0,0.0,0.0,640.0,710.0,370.0,North America,USA,114,Fleet,Employee/Partner Programs,Leasing,Low-Interest Financing,37647.0,2087.0,35560.0,2623.0,2862.0,8346.0,2965.0,1567.0,1669.0,2146.0,2385.0,2862.0,954.0,21701.0,13859.0,6677.0,1028.0,7182.0,6155.0,2016-12-06
1ABCD2E34FG463527,Apechete,Chare,2015.0,S2,Sports Coupe,Coupe,3.0,10.0,2015.0,3/10/15,Q1,1.0,FWD,v7 Gas,6 Speed Manual,Special Edition,Blue,Leather,Handling Package,0,1.0,0,0.0,0.0,1.0,0.0,870.0,0.0,0.0,0.0,370.0,South America,Chile,129,Fleet,Commercial Accounts,Cash,Segment and Misc Incentives,37568.0,5467.0,32101.0,2702.0,2947.0,8597.0,2210.0,1649.0,1719.0,2211.0,2456.0,2947.0,982.0,21543.0,10558.0,3831.0,909.0,6726.0,5817.0,2015-03-10
1ABCD2E34FG463586,Apechete,Chare,2015.0,S2,Sports Coupe,Coupe,2.0,11.0,2015.0,2/11/15,Q1,1.0,AWD,v9 Gas,6 Speed Auto,Special Edition,Blue,Cloth,Exterior Protection Package,1,1.0,0,1.0,1.0,1.0,825.0,870.0,0.0,640.0,710.0,370.0,South America,Bolivia,137,Fleet,Commercial Accounts,Cash,Cash Rebates,36253.0,7059.0,29194.0,2549.0,2780.0,8109.0,3835.0,1567.0,1622.0,2085.0,2317.0,2780.0,927.0,22084.0,7110.0,3883.0,0.0,3227.0,3227.0,2015-02-11
1ABCD2E34FG468766,Apechete,Chare,2015.0,S2,Full-Size Luxury,SUV,5.0,3.0,2016.0,5/3/16,Q2,1.0,FWD,v7 Diesel,6 Speed Auto,Special Edition,Gray,Cloth,Technology Package,1,0.0,0,1.0,1.0,1.0,825.0,0.0,0.0,640.0,710.0,370.0,South America,Brazil,141,Dealer/Self Registration,Rental,Cash,Low-Interest Financing,37647.0,2087.0,35560.0,2623.0,2862.0,8346.0,2965.0,1567.0,1669.0,2146.0,2385.0,2862.0,954.0,21701.0,13859.0,6677.0,5173.0,7182.0,2010.0,2016-05-03
2ABCD2E34FG468772,Apechete,Chare,2016.0,S2,Full-Size Luxury,SUV,8.0,10.0,2016.0,8/10/16,Q3,1.0,FWD,v7 Diesel,6 Speed Auto,Special Edition,Blue,Cloth,Technology Package,1,0.0,0,1.0,1.0,1.0,825.0,0.0,0.0,640.0,710.0,370.0,Europe,France,162,Retail,Government,Cash,Low-Interest Financing,37647.0,2087.0,35560.0,2623.0,2862.0,8346.0,2965.0,1567.0,1669.0,2146.0,2385.0,2862.0,954.0,21701.0,13859.0,6677.0,791.0,7182.0,6392.0,2016-08-10
1ABCD6E34FG463600,Apechete,Chare,2016.0,S2,Sports Coupe,Coupe,1.0,17.0,2016.0,1/17/16,Q1,1.0,RWD,v7 Diesel,6 Speed Auto,Special Edition,Silver,Cloth,Parking Technology Package,0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,640.0,710.0,0.0,South America,Venezuela,170,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,38735.0,2161.0,36574.0,2655.0,2896.0,8447.0,1720.0,1020.0,1689.0,2172.0,2414.0,2896.0,965.0,20118.0,16456.0,9965.0,4272.0,6491.0,2219.0,2016-01-17
1ABCD6E34FG463578,Apechete,Chare,2016.0,S2,Sports Coupe,Coupe,6.0,20.0,2016.0,6/20/16,Q2,1.0,AWD,v9 Gas,6 Speed Auto,Special Edition,Blue,Cloth,Interior Package,1,1.0,0,0.0,0.0,1.0,825.0,870.0,0.0,0.0,0.0,370.0,Europe,Sweden,192,Fleet,Commercial Accounts,Leasing,Special Leases,37914.0,3445.0,34468.0,2620.0,2858.0,8336.0,2615.0,1649.0,1667.0,2144.0,2382.0,2858.0,953.0,21412.0,13056.0,7058.0,2370.0,5998.0,3628.0,2016-06-20
1ABCD6E34FG463561,Apechete,Chare,2016.0,S2,Sports Coupe,Coupe,3.0,29.0,2016.0,3/29/16,Q1,1.0,AWD,v9 Gas,6 Speed Auto,Special Edition,Black,Cloth,Interior Package,1,1.0,0,0.0,0.0,1.0,825.0,870.0,0.0,0.0,0.0,370.0,Europe,Poland,219,Fleet,Commercial Accounts,Financing,Special Leases,37914.0,3445.0,34468.0,2620.0,2858.0,8336.0,2615.0,1649.0,1667.0,2144.0,2382.0,2858.0,953.0,21412.0,13056.0,10439.0,796.0,2617.0,1821.0,2016-03-29
1ABCD6E34FG463564,Apechete,Chare,2016.0,S2,Sports Coupe,Coupe,8.0,20.0,2016.0,8/20/16,Q3,1.0,FWD,v9 Diesel,6 Speed Auto,Special Edition,Gray,Vinyl,Technology Package,1,0.0,1,0.0,1.0,0.0,825.0,0.0,425.0,0.0,710.0,0.0,North America,USA,220,Fleet,Commercial Accounts,Leasing,Low-Interest Financing,39999.0,2437.0,37563.0,2672.0,2915.0,8501.0,1960.0,1795.0,1700.0,2186.0,2429.0,2915.0,972.0,21243.0,16319.0,7004.0,1604.0,9315.0,7711.0,2016-08-20
1ABCD2E34FG468772,Apechete,Chare,2015.0,S2,Full-Size Luxury,SUV,6.0,3.0,2016.0,6/3/16,Q2,1.0,AWD,v9 Diesel,5 Speed Manual,Special Edition,White,Leather,Appearance Package,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,710.0,370.0,Europe,Poland,232,Fleet,Employee/Partner Programs,Leasing,Cash Rebates,39210.0,7434.0,31776.0,2643.0,2883.0,8410.0,1500.0,1490.0,1682.0,2163.0,2403.0,2883.0,961.0,20290.0,11486.0,6728.0,823.0,4758.0,3935.0,2016-06-03
1ABCD6E34FG463407,Apechete,Chare,2016.0,S2,Sports Coupe,Coupe,4.0,22.0,2016.0,4/22/16,Q2,1.0,AWD,v7 Supercharged,5 Speed Auto,Special Edition,Blue,Cloth,Interior Package,0,1.0,0,0.0,0.0,0.0,0.0,870.0,0.0,0.0,0.0,0.0,Europe,France,258,Fleet,Commercial Accounts,Cash,Cash Rebates,39099.0,7425.0,31674.0,2882.0,3144.0,9170.0,1420.0,1649.0,1834.0,2358.0,2620.0,3144.0,1048.0,21932.0,9742.0,9947.0,4786.0,-206.0,-4991.0,2016-04-22
1ABCD6E34FG463527,Apechete,Chare,2016.0,S2,Sports Coupe,Coupe,3.0,10.0,2016.0,3/10/16,Q1,1.0,FWD,v7 Gas,6 Speed Manual,Special Edition,Blue,Leather,Handling Package,0,1.0,0,0.0,0.0,1.0,0.0,870.0,0.0,0.0,0.0,370.0,Europe,Spain,267,Fleet,Commercial Accounts,Leasing,Segment and Misc Incentives,38657.0,5626.0,33032.0,2780.0,3033.0,8846.0,2210.0,1270.0,1769.0,2275.0,2527.0,3033.0,1011.0,21677.0,11355.0,10769.0,812.0,585.0,-227.0,2016-03-10
1ABCD6E34FG463505,Apechete,Chare,2016.0,S2,Sports Coupe,Coupe,9.0,12.0,2016.0,9/12/16,Q3,1.0,AWD,v9 Supercharged,6 Speed Manual,Luxury,Blue,Vinyl,Technology Package,1,0.0,0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,Europe,Sweden,276,Fleet,Commercial Accounts,Leasing,Special Leases,37055.0,2929.0,34127.0,2678.0,2922.0,8521.0,2115.0,1567.0,1704.0,2191.0,2435.0,2922.0,974.0,21211.0,12915.0,6961.0,2316.0,5954.0,3638.0,2016-09-12
1ABCD6E34FG463586,Apechete,Chare,2016.0,S2,Sports Coupe,Coupe,2.0,11.0,2016.0,2/11/16,Q1,1.0,AWD,v9 Gas,6 Speed Auto,Special Edition,Gray,Cloth,Exterior Protection Package,1,1.0,0,1.0,1.0,1.0,825.0,870.0,0.0,640.0,710.0,370.0,Europe,Sweden,299,Fleet,Commercial Accounts,Leasing,Cash Rebates,37304.0,7264.0,30041.0,2622.0,2861.0,8344.0,3835.0,1110.0,1669.0,2146.0,2384.0,2861.0,954.0,22110.0,7930.0,10661.0,783.0,-2731.0,-3514.0,2016-02-11
2ABCD2E34FG468647,Apechete,Chare,2016.0,S1,Full-Size Luxury,SUV,11.0,19.0,2016.0,11/19/16,Q4,1.0,AWD,v7 Gas,5 Speed Manual,Special Edition,Champagne,Cloth,Interior Package,0,0.0,1,0.0,0.0,1.0,0.0,0.0,425.0,0.0,0.0,370.0,North America,Mexico,21,Fleet,Commercial Accounts,Cash,Low-Interest Financing,37675.0,2992.0,34683.0,3434.0,3746.0,10925.0,1215.0,1649.0,2185.0,2809.0,3121.0,3746.0,1249.0,25339.0,9344.0,8740.0,1507.0,604.0,-903.0,2016-11-19
1ABCD2E34FG468684,Apechete,Chare,2015.0,S1,Full-Size Luxury,SUV,10.0,8.0,2015.0,10/8/15,Q4,1.0,AWD,v9 Turbo,5 Speed Manual,Luxury,White,Leather,Parking Technology Package,1,1.0,1,1.0,1.0,0.0,825.0,870.0,425.0,640.0,710.0,0.0,North America,Mexico,77,Fleet,Commercial Accounts,Leasing,Cash Rebates,36011.0,7919.0,28092.0,2781.0,3034.0,8849.0,3470.0,1490.0,1770.0,2275.0,2528.0,3034.0,1011.0,23164.0,4928.0,7079.0,1440.0,-2151.0,-3591.0,2015-10-08
1ABCD2E34FG468928,Apechete,Chare,2015.0,S1,Full-Size Luxury,SUV,6.0,3.0,2015.0,6/3/15,Q2,1.0,AWD,v9 Turbo,5 Speed Manual,Luxury,White,Leather,Parking Technology Package,1,1.0,1,1.0,1.0,0.0,825.0,870.0,425.0,640.0,710.0,0.0,North America,Mexico,77,Fleet,Commercial Accounts,Leasing,Cash Rebates,36011.0,7919.0,28092.0,2781.0,3034.0,8849.0,3470.0,1567.0,1770.0,2275.0,2528.0,3034.0,1011.0,23241.0,4851.0,7079.0,1440.0,-2228.0,-3668.0,2015-06-03
1ABCD2E34FG468808,Apechete,Chare,2015.0,S1,Full-Size Luxury,SUV,5.0,3.0,2015.0,5/3/15,Q2,1.0,AWD,v7 Gas,5 Speed Manual,Special Edition,Blue,Cloth,Interior Package,0,0.0,1,0.0,0.0,1.0,0.0,0.0,425.0,0.0,0.0,370.0,South America,Venezuela,93,Fleet,Commercial Accounts,Cash,Low-Interest Financing,36756.0,2919.0,33837.0,3350.0,3654.0,10659.0,1215.0,1567.0,2132.0,2741.0,3045.0,3654.0,1218.0,24708.0,9129.0,8527.0,882.0,602.0,-280.0,2015-05-03
1ABCD2E34FG468645,Apechete,Chare,2015.0,S1,Full-Size Luxury,SUV,11.0,19.0,2015.0,11/19/15,Q4,1.0,AWD,v7 Gas,5 Speed Manual,Special Edition,Champagne,Cloth,Interior Package,0,0.0,1,0.0,0.0,1.0,0.0,0.0,425.0,0.0,0.0,370.0,South America,Venezuela,93,Fleet,Commercial Accounts,Cash,Low-Interest Financing,36756.0,2919.0,33837.0,3350.0,3654.0,10659.0,1215.0,1020.0,2132.0,2741.0,3045.0,3654.0,1218.0,24161.0,9676.0,8527.0,882.0,1149.0,267.0,2015-11-19
1ABCD2E34FG468676,Apechete,Chare,2015.0,S1,Full-Size Luxury,SUV,6.0,27.0,2015.0,6/27/15,Q2,1.0,AWD,v7 Gas,5 Speed Manual,Special Edition,Blue,Cloth,Exterior Protection Package,1,0.0,0,1.0,0.0,0.0,825.0,0.0,0.0,640.0,0.0,0.0,North America,USA,109,Fleet,Commercial Accounts,Financing,Special Leases,39114.0,3257.0,35857.0,3550.0,3873.0,11295.0,1885.0,1490.0,2259.0,2904.0,3227.0,3873.0,1291.0,26610.0,9247.0,9036.0,1068.0,211.0,-857.0,2015-06-27
1ABCD2E34FG468807,Apechete,Chare,2015.0,S1,Full-Size Luxury,SUV,5.0,3.0,2016.0,5/3/16,Q2,1.0,AWD,v7 Gas,5 Speed Manual,Special Edition,Gray,Cloth,Interior Package,0,0.0,1,0.0,0.0,1.0,0.0,0.0,425.0,0.0,0.0,370.0,North America,Mexico,172,Retail,Government,Leasing,Low-Interest Financing,37675.0,2992.0,34683.0,3434.0,3746.0,10925.0,1215.0,1649.0,2185.0,2809.0,3121.0,3746.0,1249.0,25339.0,9344.0,8740.0,2912.0,604.0,-2308.0,2016-05-03
1ABCD2E34FG468683,Apechete,Chare,2016.0,S1,Full-Size Luxury,SUV,10.0,8.0,2016.0,10/8/16,Q4,1.0,AWD,v9 Turbo,5 Speed Manual,Luxury,Blue,Leather,Parking Technology Package,1,1.0,1,1.0,1.0,0.0,825.0,870.0,425.0,640.0,710.0,0.0,North America,Canada,185,Dealer/Self Registration,Rental,Leasing,Cash Rebates,36911.0,8117.0,28794.0,2851.0,3110.0,9070.0,3470.0,1020.0,1814.0,2332.0,2591.0,3110.0,1037.0,23149.0,5646.0,7256.0,938.0,-1611.0,-2548.0,2016-10-08
1ABCD2E34FG468675,Apechete,Chare,2015.0,S1,Full-Size Luxury,SUV,6.0,27.0,2016.0,6/27/16,Q2,1.0,AWD,v7 Gas,5 Speed Manual,Special Edition,Gray,Cloth,Exterior Protection Package,1,0.0,0,1.0,0.0,0.0,825.0,0.0,0.0,640.0,0.0,0.0,South America,Argentina,289,Fleet,Commercial Accounts,Financing,Special Leases,40092.0,3338.0,36753.0,3639.0,3969.0,11577.0,1885.0,1110.0,2315.0,2977.0,3308.0,3969.0,1323.0,26811.0,9942.0,9262.0,5044.0,680.0,-4363.0,2016-06-27
